index,Hip,ra_hours,dec_degrees,flamsteed,bayer,const,name,magnitude,epoch_year
0,88,0.01794397,-48.80985919,,τ,Phe,,5.71,2000.25
1,122,0.02662528,-77.06529438,,θ,Oct,,4.78,2000.25
2,145,0.03039927,-3.02747891,29,,Psc,,5.13,2000.25
3,154,0.03266433,-6.01397169,30,,Psc,,4.37,2000.25
4,171,0.03601251,27.08448905,85,,Peg,,5.8,2000.25
5,183,0.03886504,-29.72044805,,ζ,Scl,,5.04,2000.25
6,186,0.04004652,8.9568336,31,,Psc,,6.33,2000.25
7,194,0.04159929,8.48557854,32,,Psc,,5.7,2000.25
8,301,0.06232565,-17.33597002,2,,Cet,,4.55,2000.25
9,330,0.07046214,62.2876646,9,,Cas,,5.9,2000.25
10,355,0.07503398,-10.50949443,3,,Cet,,4.99,2000.25
11,443,0.08892938,-5.70783255,33,,Psc,,4.61,2000.25
12,476,0.09498215,13.39628227,86,,Peg,,5.55,2000.25
13,531,0.10736857,64.19616859,10,,Cas,,5.57,2000.25
14,677,0.13976888,29.09082805,21,α,And,Alpheratz,2.07,2000.25
15,729,0.15064948,18.21202529,87,,Peg,,5.57,2000.25
16,746,0.15280269,59.15021814,11,β,Cas,Caph,2.28,2000.25
17,761,0.15583908,-27.9879039,,κ¹,Scl,,5.42,2000.25
18,765,0.15681663,-45.74698836,,ε,Phe,,3.88,2000.25
19,813,0.1672735,11.14580908,34,,Psc,,5.54,2000.25
20,814,0.16729695,-82.22399743,,γ³,Oct,,5.29,2000.25
21,841,0.17201167,46.07227117,22,,And,,5.01,2000.25
22,910,0.18775227,-15.46732287,6,,Cet,,4.89,2000.25
23,930,0.19289362,-27.7997782,,κ²,Scl,,5.41,2000.25
24,950,0.19552446,-35.13339606,,θ,Scl,,5.24,2000.25
25,1067,0.22059721,15.18361593,88,γ,Peg,Algenib,2.83,2000.25
26,1086,0.2252598,41.03572671,23,,And,,5.71,2000.25
27,1168,0.24336336,20.2066972,89,χ,Peg,,4.79,2000.25
28,1170,0.24400908,-18.93268628,7,,Cet,,4.44,2000.25
29,1196,0.24966158,8.8210228,35,,Psc,,6.02,2000.25
30,1319,0.27612701,8.24018997,36,,Psc,,6.12,2000.25
31,1366,0.28487101,38.68167915,24,θ,And,,4.61,2000.25
32,1473,0.3054737,36.7853273,25,σ,And,,4.51,2000.25
33,1501,0.31170834,43.79114781,26,,And,,6.1,2000.25
34,1562,0.32380084,-8.82382948,8,ι,Cet,,3.56,2000.25
35,1599,0.33386505,-64.8776232,,ζ,Tuc,,4.23,2000.25
36,1645,0.34329562,8.19024803,41,,Psc,,5.38,2000.25
37,1647,0.34417857,-69.62491154,,π,Tuc,,5.5,2000.25
38,1686,0.35200719,37.96869954,27,ρ,And,,5.16,2000.25
39,1708,0.35866009,-28.98129509,,ι,Scl,,5.18,2000.25
40,1772,0.3737348,13.48243411,42,,Psc,,6.25,2000.25
41,1803,0.38098693,-12.20958506,9,,Cet,,6.39,2000.25
42,1960,0.41319127,61.83106347,12,,Cas,,5.38,2000.25
43,2006,0.42339353,1.93972374,44,,Psc,,5.77,2000.25
44,2021,0.42755612,-77.25503511,,β,Hyi,,2.82,2000.25
45,2072,0.43669894,-43.67990933,,κ,Phe,,3.93,2000.25
46,2081,0.43801871,-42.30512197,,α,Phe,Ankaa,2.4,2000.25
47,2100,0.4437148,-0.04953631,10,,Cet,,6.16,2000.25
48,2210,0.46547573,-33.0070446,,ς,Scl,,4.86,2000.25
49,2219,0.46745682,17.89307501,47,,Psc,,5.01,2000.25
50,2224,0.47019243,16.44510093,48,,Psc,,6.05,2000.25
51,2353,0.50065357,-3.95729662,12,,Cet,,5.72,2000.25
52,2355,0.50203771,29.75169567,28,,And,,5.2,2000.25
53,2472,0.52357113,-48.80356171,,λ¹,Phe,,4.76,2000.25
54,2474,0.52366717,66.51962673,13,,Cas,,6.18,2000.25
55,2484,0.52571132,-62.95808549,,β¹,Tuc,,4.36,2000.25
56,2487,0.525932,-62.96544985,,β²,Tuc,,4.53,2000.25
57,2505,0.52953275,54.52232473,14,λ,Cas,,4.74,2000.25
58,2548,0.53993193,6.95545461,51,,Psc,,5.69,2000.25
59,2568,0.54316689,20.29443334,52,,Psc,,5.38,2000.25
60,2578,0.5454984,-63.03137868,,β³,Tuc,,5.07,2000.25
61,2599,0.54999626,62.93178781,15,κ,Cas,,4.17,2000.25
62,2629,0.55645149,-71.26621472,,θ,Tuc,,6.11,2000.25
63,2707,0.5735795,66.75035211,16,,Cas,,6.47,2000.25
64,2762,0.58740026,-3.59275785,13,,Cet,,5.2,2000.25
65,2787,0.5924305,-0.50545908,14,,Cet,,5.94,2000.25
66,2802,0.59475968,-48.00066027,,λ²,Phe,,5.51,2000.25
67,2903,0.61314215,15.23175994,53,,Psc,,5.89,2000.25
68,2912,0.61467749,33.71935227,29,π,And,,4.34,2000.25
69,2920,0.61618528,53.89693161,17,ζ,Cas,,3.69,2000.25
70,3031,0.64263868,29.312369,30,ε,And,,4.34,2000.25
71,3092,0.65544371,30.86122579,31,δ,And,,3.27,2000.25
72,3093,0.6561374,21.2513739,54,,Psc,,5.88,2000.25
73,3138,0.66543164,21.4385644,55,,Psc,,5.36,2000.25
74,3179,0.67510756,56.53740928,18,α,Cas,Schedir,2.24,2000.25
75,3231,0.68533204,39.45867141,32,,And,,5.3,2000.25
76,3245,0.68877111,-46.08500934,,μ,Phe,,4.59,2000.25
77,3277,0.69619497,-56.50145475,,ξ,Phe,,5.72,2000.25
78,3300,0.70107895,50.51254151,19,ξ,Cas,,4.8,2000.25
79,3330,0.70786031,-65.46813002,,ρ,Tuc,,5.38,2000.25
80,3356,0.71191387,-38.46346745,,λ¹,Scl,,6.05,2000.25
81,3405,0.72256778,-57.46309763,,ς,Phe,,4.36,2000.25
82,3414,0.72446964,47.02463657,20,π,Cas,,4.95,2000.25
83,3419,0.7264523,-17.9866841,16,β,Cet,Diphda,2.04,2000.25
84,3455,0.73650151,-10.60927365,17,φ¹,Cet,,4.77,2000.25
85,3456,0.73664316,-38.42197898,,λ²,Scl,,5.9,2000.25
86,3504,0.74541725,48.28438262,22,ο,Cas,,4.48,2000.25
87,3559,0.75797421,-12.88030968,18,,Cet,,6.15,2000.25
88,3572,0.76086424,74.9881262,21,,Cas,,5.64,2000.25
89,3632,0.77582666,15.47561194,57,,Psc,,5.36,2000.25
90,3675,0.78372955,11.97393464,58,,Psc,,5.51,2000.25
91,3685,0.78710006,19.57868622,59,,Psc,,6.11,2000.25
92,3693,0.78899727,24.26737703,34,ζ,And,,4.08,2000.25
93,3697,0.78989538,6.74098135,60,,Psc,,5.98,2000.25
94,3721,0.79611658,74.84758739,23,,Cas,,5.42,2000.25
95,3730,0.79853567,20.92531069,61,,Psc,,6.51,2000.25
96,3760,0.8048179,7.29991977,62,,Psc,,5.92,2000.25
97,3781,0.80975515,-74.92335356,,λ,Hyi,,5.09,2000.25
98,3786,0.81135982,7.58520186,63,δ,Psc,,4.44,2000.25
99,3801,0.81388703,50.96819154,25,ν,Cas,,4.9,2000.25
100,3810,0.81630825,16.9411337,64,,Psc,,5.07,2000.25
101,3821,0.8180835,57.8165477,24,ς,Cas,,3.46,2000.25
102,3881,0.83023048,41.07895474,35,ν,And,,4.53,2000.25
103,3885,0.8314191,27.71031105,65,,Psc,,5.55,2000.25
104,3909,0.83547899,-10.64377045,19,φ²,Cet,,5.17,2000.25
105,3949,0.84475779,-50.98692422,,ρ,Phe,,5.24,2000.25
106,4084,0.8734759,-69.50359643,,λ¹,Tuc,,6.67,2000.25
107,4147,0.88346958,-1.1442206,20,,Cet,,4.78,2000.25
108,4257,0.90488413,-8.74054656,21,,Cet,,6.15,2000.25
109,4267,0.90978333,19.18843611,66,,Psc,,5.8,2000.25
110,4288,0.91611663,23.62844595,36,,And,,5.46,2000.25
111,4292,0.91672028,58.97279657,26,υ¹,Cas,,4.83,2000.25
112,4293,0.91674982,-69.52697888,,λ²,Tuc,,5.45,2000.25
113,4366,0.93292285,27.20935396,67,,Psc,,6.08,2000.25
114,4371,0.93375167,-11.26650685,22,φ³,Cet,,5.35,2000.25
115,4422,0.94444736,59.18116582,28,υ²,Cas,,4.62,2000.25
116,4427,0.9451392,60.71674966,27,γ,Cas,,2.15,2000.25
117,4436,0.94586046,38.49925513,37,μ,And,,3.86,2000.25
118,4463,0.95345215,23.41775997,38,ς,And,,4.4,2000.25
119,4510,0.9639301,28.9922356,68,,Psc,,5.44,2000.25
120,4577,0.97676274,-29.35746436,,α,Scl,,4.3,2000.25
121,4587,0.97885764,-11.37993895,23,φ⁴,Cet,,5.62,2000.25
122,4770,1.02172928,-38.91664868,,ξ,Scl,,5.59,2000.25
123,4829,1.03383719,-57.00242929,,ω,Phe,,6.12,2000.25
124,4852,1.04066048,-31.55204219,,σ,Scl,,5.5,2000.25
125,4889,1.04696849,31.80433674,69,σ,Psc,,5.5,2000.25
126,4903,1.04840996,41.34519861,39,,And,,5.95,2000.25
127,4906,1.04907107,7.89007256,71,ε,Psc,,4.27,2000.25
128,4914,1.05072351,-4.83635047,25,,Cet,,5.4,2000.25
129,4979,1.06359908,1.36694516,26,,Cet,,6.06,2000.25
130,5074,1.08128343,5.65630133,73,,Psc,,6.03,2000.25
131,5081,1.08481985,14.94600386,72,,Psc,,5.64,2000.25
132,5121,1.09358351,-9.97923948,27,,Cet,,6.09,2000.25
133,5131,1.0947021,21.4732162,74,ψ¹,Psc,,5.33,2000.25
134,5132,1.09491055,21.46547318,74,ψ¹,Psc,,5.55,2000.25
135,5141,1.09700616,4.90866194,77,,Psc,,6.35,2000.25
136,5144,1.09761598,4.90971755,77,,Psc,,7.26,2000.25
137,5165,1.10141847,-46.71849042,,β,Phe,,3.32,2000.25
138,5164,1.101425,-9.83936845,28,,Cet,,5.58,2000.25
139,5204,1.10933848,12.95597351,75,,Psc,,6.14,2000.25
140,5268,1.12182573,-61.77526197,,ι,Tuc,,5.36,2000.25
141,5296,1.12947786,-9.78559168,30,,Cet,,5.71,2000.25
142,5300,1.12995146,-41.48693516,,υ,Phe,,5.21,2000.25
143,5310,1.13253055,20.73932115,79,ψ²,Psc,,5.56,2000.25
144,5317,1.13353292,43.94224107,41,,And,,5.04,2000.25
145,5319,1.13366786,32.01219214,78,,Psc,,6.23,2000.25
146,5336,1.13692251,54.92422766,30,μ,Cas,,5.17,2000.25
147,5346,1.13953998,5.6502213,80,,Psc,,5.51,2000.25
148,5348,1.13973891,-55.24583235,,ζ,Phe,,3.94,2000.25
149,5364,1.14312879,-10.181928,31,ς,Cet,,3.46,2000.25
150,5434,1.15836727,47.2418241,42,φ,And,,4.26,2000.25
151,5447,1.16216599,35.62083048,43,β,And,Mirach,2.07,2000.25
152,5454,1.163668,19.6583854,81,ψ³,Psc,,5.57,2000.25
153,5485,1.16998851,-8.90603998,32,,Cet,,6.4,2000.25
154,5493,1.17190197,42.08157668,44,,And,,5.67,2000.25
155,5510,1.17598814,2.44570842,33,,Cet,,5.97,2000.25
156,5518,1.17757375,68.77868759,31,,Cas,,5.32,2000.25
157,5542,1.18498074,55.14994765,33,θ,Cas,,4.34,2000.25
158,5544,1.18521479,31.42476555,82,,Psc,,5.15,2000.25
159,5550,1.18619138,37.72413814,45,,And,,5.8,2000.25
160,5571,1.19088726,21.03467568,84,χ,Psc,,4.66,2000.25
161,5586,1.19432964,30.08972962,83,τ,Psc,,4.51,2000.25
162,5589,1.19482467,65.01888517,32,,Cas,,5.57,2000.25
163,5594,1.19542848,-2.25102487,34,,Cet,,5.93,2000.25
164,5737,1.22883399,7.57548895,86,ζ,Psc,,5.21,2000.25
165,5742,1.22914867,24.58376482,85,φ,Psc,,4.67,2000.25
166,5743,1.22921522,7.57837574,86,ζ,Psc,,6.44,2000.25
167,5778,1.23545783,16.13354221,87,,Psc,,5.97,2000.25
168,5799,1.23999082,-7.9235004,37,,Cet,,5.14,2000.25
169,5824,1.24511106,6.9951961,88,,Psc,,6.04,2000.25
170,5833,1.24699458,-0.97429411,38,,Cet,,5.7,2000.25
171,5862,1.25293547,-45.53209717,,ν,Phe,,4.97,2000.25
172,5896,1.26263759,-68.87623708,,κ,Tuc,,4.25,2000.25
173,5951,1.27676298,-2.5002128,39,,Cet,,5.42,2000.25
174,6061,1.29666224,3.61452038,89,,Psc,,5.13,2000.25
175,6193,1.3244383,27.26408682,90,υ,Psc,,4.74,2000.25
176,6226,1.33008114,-0.5089949,42,,Cet,,5.87,2000.25
177,6242,1.33469935,58.2316161,34,φ,Cas,,4.95,2000.25
178,6312,1.3514404,64.65818814,35,,Cas,,6.33,2000.25
179,6315,1.35204276,28.73838983,91,,Psc,,5.23,2000.25
180,6411,1.37233139,45.5287566,46,ξ,And,,4.87,2000.25
181,6429,1.37633787,-0.44964397,43,,Cet,,6.5,2000.25
182,6514,1.39459883,37.71499034,47,,And,,5.6,2000.25
183,6537,1.40040311,-8.18275372,45,θ,Cet,,3.6,2000.25
184,6539,1.40067591,-8.00725234,44,,Cet,,6.21,2000.25
185,6670,1.42700257,-14.59875437,46,,Cet,,4.9,2000.25
186,6686,1.43016751,60.23540347,37,δ,Cas,,2.66,2000.25
187,6692,1.4321956,68.12994739,36,ψ,Cas,,4.72,2000.25
188,6706,1.43757739,19.17232096,93,ρ,Psc,,5.35,2000.25
189,6732,1.44490194,19.24056476,94,,Psc,,5.5,2000.25
190,6748,1.44765455,-13.05653391,47,,Cet,,5.51,2000.25
191,6813,1.46085698,45.40695287,48,ω,And,,4.83,2000.25
192,6867,1.47276157,-43.31772906,,γ,Phe,,3.41,2000.25
193,6960,1.49336117,-21.62934677,48,,Cet,,5.11,2000.25
194,6981,1.49800753,18.35567537,97,,Psc,,6.01,2000.25
195,6999,1.501695,47.00737711,49,,And,,5.27,2000.25
196,7007,1.50303973,6.14393314,98,μ,Psc,,4.84,2000.25
197,7078,1.52042181,70.2647886,38,,Cas,,5.82,2000.25
198,7083,1.5208282,-49.07307701,,δ,Phe,,3.93,2000.25
199,7097,1.52472051,15.34583101,99,ς,Psc,,3.62,2000.25
200,7294,1.56553499,59.23209665,39,χ,Cas,,4.68,2000.25
201,7345,1.57714483,-15.6763527,49,,Cet,,5.62,2000.25
202,7436,1.59623346,14.66144102,101,,Psc,,6.23,2000.25
203,7450,1.59971033,-15.40021584,50,,Cet,,5.41,2000.25
204,7463,1.60234141,-29.9074336,,τ,Scl,,5.69,2000.25
205,7513,1.61332694,41.40638491,50,υ,And,,4.1,2000.25
206,7535,1.6183226,12.14151058,102,π,Psc,,5.54,2000.25
207,7588,1.62854213,-57.23666007,,α,Eri,Achernar,0.45,2000.25
208,7607,1.6331951,48.62848641,51,,And,,3.59,2000.25
209,7650,1.64192808,73.04007203,40,,Cas,,5.28,2000.25
210,7719,1.65583862,44.38612827,52,χ,And,,5.01,2000.25
211,7740,1.66132442,16.40588595,105,,Psc,,5.98,2000.25
212,7818,1.67633449,40.57710624,53,τ,And,,4.96,2000.25
213,7879,1.68924585,-79.14825374,,τ¹,Hyi,,6.33,2000.25
214,7884,1.69052987,5.48760445,106,ν,Psc,,4.45,2000.25
215,7955,1.70240155,-32.32685759,,π,Scl,,5.25,2000.25
216,7965,1.705679,68.04304624,43,,Cas,,5.57,2000.25
217,7981,1.70831938,20.27015091,107,,Psc,,5.24,2000.25
218,8016,1.71548024,70.62255881,42,,Cas,,5.18,2000.25
219,8046,1.7221493,60.55137091,44,,Cas,,5.78,2000.25
220,8068,1.72767091,50.6887655,,φ,Per,,4.01,2000.25
221,8102,1.73475762,-15.93955597,52,τ,Cet,,3.49,2000.25
222,8159,1.74884794,20.08340568,109,,Psc,,6.27,2000.25
223,8198,1.75655241,9.15764102,110,ο,Psc,,4.26,2000.25
224,8209,1.76073734,-25.05243403,,ε,Scl,,5.29,2000.25
225,8366,1.7963026,-80.17616913,,τ²,Hyi,,6.05,2000.25
226,8387,1.80302852,16.95563093,4,,Ari,,5.86,2000.25
227,8497,1.82644197,-10.68618074,53,χ,Cet,,4.66,2000.25
228,8544,1.83571674,22.2753566,1,,Ari,,5.83,2000.25
229,8645,1.85766961,-10.33494526,55,ζ,Cet,,3.74,2000.25
230,8704,1.86647427,55.14740479,1,,Per,,5.53,2000.25
231,8714,1.86926501,50.79286359,2,,Per,,5.7,2000.25
232,8796,1.88469439,29.57939727,2,α,Tri,,3.42,2000.25
233,8814,1.88815331,40.72979974,55,,And,,5.42,2000.25
234,8832,1.892157,19.29409264,5,γ²,Ari,,3.88,2000.25
235,8833,1.89259348,3.18747844,111,ξ,Psc,,4.61,2000.25
236,8837,1.89411658,-46.30244631,,ψ,Phe,,4.39,2000.25
237,8882,1.90612786,-42.49688104,,φ,Phe,,5.12,2000.25
238,8886,1.90657873,63.67014686,45,ε,Cas,,3.35,2000.25
239,8903,1.91065251,20.80829949,6,β,Ari,,2.64,2000.25
240,8928,1.91555967,-67.64748114,,ς²,Hyi,,4.68,2000.25
241,8991,1.93062519,-78.34867741,,σ,Hyi,,6.15,2000.25
242,8993,1.93084223,23.57734317,7,,Ari,,5.76,2000.25
243,9007,1.93245347,-51.60958673,,χ,Eri,,3.69,2000.25
244,9009,1.93333438,68.68526545,46,ω,Cas,,4.97,2000.25
245,9021,1.93589718,37.251804,56,,And,,5.69,2000.25
246,9061,1.94448852,-22.52671153,56,,Cet,,4.92,2000.25
247,9110,1.95584261,17.8175894,8,ι,Ari,,5.09,2000.25
248,9153,1.96549317,23.5960961,9,λ,Ari,,4.79,2000.25
249,9222,1.97597211,49.204252,3,,Per,,5.7,2000.25
250,9236,1.97940884,-61.56992444,,α,Hyi,,2.86,2000.25
251,9326,1.99616341,-20.82457549,57,,Cet,,5.43,2000.25
252,9347,2.00006244,-21.07777193,59,υ,Cet,,3.99,2000.25
253,9353,2.00250686,3.09763527,112,,Psc,,5.89,2000.25
254,9440,2.02077676,-30.00156583,,π,For,,5.34,2000.25
255,9459,2.0284451,-44.71339037,,χ,Phe,,5.15,2000.25
256,9480,2.03265271,70.90704605,48,,Cas,,4.49,2000.25
257,9487,2.03411128,2.76376048,113,α,Psc,,3.82,2000.25
258,9505,2.03835394,54.48754946,4,,Per,,4.99,2000.25
259,9564,2.04791494,64.90149425,52,,Cas,,6.0,2000.25
260,9570,2.04943523,33.28415151,3,ε,Tri,,5.5,2000.25
261,9573,2.05005238,64.39002289,53,,Cas,,5.59,2000.25
262,9589,2.0532238,0.12845397,60,,Cet,,5.42,2000.25
263,9598,2.05727509,72.42123962,50,,Cas,,3.95,2000.25
264,9621,2.06090623,25.93544879,10,,Ari,,5.64,2000.25
265,9631,2.06336751,-0.34014611,61,,Cet,,5.96,2000.25
266,9640,2.06497752,42.32984832,57,γ¹,And,,2.1,2000.25
267,9677,2.07484168,-29.29683966,,ν,For,,4.68,2000.25
268,9727,2.08529261,77.28145654,47,,Cas,,5.27,2000.25
269,9763,2.09210494,76.11511028,49,,Cas,,5.22,2000.25
270,9836,2.10942012,22.64840404,12,κ,Ari,,5.03,2000.25
271,9859,2.11367304,25.70458883,11,,Ari,,6.01,2000.25
272,9884,2.11952383,23.46277743,13,α,Ari,Hamal,2.01,2000.25
273,9977,2.1414294,37.85918337,58,,And,,4.78,2000.25
274,10053,2.1570239,25.93997268,14,,Ari,,4.98,2000.25
275,10064,2.15903358,34.98739204,4,β,Tri,,3.0,2000.25
276,10155,2.177095,19.50040351,15,,Ari,,5.68,2000.25
277,10176,2.18134288,39.03957814,59,,And,,6.09,2000.25
278,10180,2.18157602,39.0433344,59,,And,,6.82,2000.25
279,10203,2.1866834,25.93695537,16,,Ari,,6.01,2000.25
280,10212,2.18921181,8.57008262,64,,Cet,,5.64,2000.25
281,10220,2.19027739,31.52642246,5,,Tri,,6.24,2000.25
282,10227,2.19144287,57.64554793,5,,Per,,6.38,2000.25
283,10234,2.19328932,-1.82534866,63,,Cet,,5.94,2000.25
284,10280,2.20620108,30.30321507,6,,Tri,,4.94,2000.25
285,10305,2.21314533,-2.3934596,66,,Cet,,5.65,2000.25
286,10306,2.21332884,21.21098318,17,ς,Ari,,5.23,2000.25
287,10320,2.21512779,-30.72384252,,μ,For,,5.27,2000.25
288,10324,2.21666971,8.8467523,65,ξ¹,Cet,,4.36,2000.25
289,10328,2.21756812,15.27991044,19,,Ari,,5.72,2000.25
290,10340,2.22037244,44.23168903,60,,And,,4.84,2000.25
291,10418,2.23736186,-67.84155199,,π¹,Hyi,,5.57,2000.25
292,10438,2.24141769,66.52444205,55,,Cas,,6.05,2000.25
293,10513,2.25793289,-67.74633515,,π²,Hyi,,5.67,2000.25
294,10535,2.26189844,25.0432553,21,,Ari,,5.57,2000.25
295,10540,2.26275994,25.78309877,20,,Ari,,5.79,2000.25
296,10559,2.26563753,33.35897589,7,,Tri,,5.25,2000.25
297,10602,2.27513896,-51.51211145,,φ,Eri,,3.56,2000.25
298,10642,2.28305263,-6.4218563,67,,Cet,,5.51,2000.25
299,10644,2.28400489,34.22482985,8,δ,Tri,,4.84,2000.25
300,10670,2.28856547,33.84732099,9,γ,Tri,,4.03,2000.25
301,10718,2.29995026,57.89980835,8,,Per,,5.75,2000.25
302,10729,2.30127764,57.51632574,7,,Per,,5.99,2000.25
303,10732,2.30209622,19.90116135,22,θ,Ari,,5.58,2000.25
304,10793,2.31583022,28.64267411,10,,Tri,,5.29,2000.25
305,10819,2.32134656,47.37998782,62,,And,,5.31,2000.25
306,10826,2.32244073,-2.97706055,68,ο,Cet,,6.47,2000.25
307,10944,2.34949247,50.15154156,63,,And,,5.57,2000.25
308,11001,2.36250639,-68.6594239,,δ,Hyi,,4.08,2000.25
309,11021,2.36573195,0.39569203,69,,Cet,,5.29,2000.25
310,11046,2.37011301,-0.88474037,70,,Cet,,5.42,2000.25
311,11060,2.37262059,55.84565637,9,,Per,,5.16,2000.25
312,11072,2.37567248,-23.81631542,,κ,For,,5.19,2000.25
313,11095,2.38124281,-73.64582097,,κ,Hyi,,5.99,2000.25
314,11220,2.40691499,50.00663318,64,,And,,5.19,2000.25
315,11249,2.41362352,10.61059804,24,ξ,Ari,,5.48,2000.25
316,11258,2.41499846,-60.31162902,,λ,Hor,,5.36,2000.25
317,11261,2.41621892,-2.78001486,71,,Cet,,6.34,2000.25
318,11279,2.42111921,56.60982421,10,,Per,,6.25,2000.25
319,11313,2.42705582,50.27866588,65,,And,,4.73,2000.25
320,11345,2.4325034,-12.290452,72,ρ,Cet,,4.88,2000.25
321,11407,2.44975138,-47.70382692,,κ,Eri,,4.24,2000.25
322,11432,2.4577189,31.80134872,11,,Tri,,5.55,2000.25
323,11465,2.46437474,50.57019433,66,,And,,6.16,2000.25
324,11477,2.46713611,-33.81105246,,φ,For,,5.13,2000.25
325,11484,2.46931052,8.4600887,73,ξ²,Cet,,4.3,2000.25
326,11486,2.46944176,29.66953828,12,,Tri,,5.29,2000.25
327,11548,2.48014962,29.93158402,13,,Tri,,5.89,2000.25
328,11569,2.48444116,67.40238385,,ι,Cas,,4.46,2000.25
329,11678,2.51065774,19.85538831,26,,Ari,,6.14,2000.25
330,11698,2.51510504,17.70405706,27,,Ari,,6.21,2000.25
331,11757,2.52781132,-79.10924959,,μ,Hyi,,5.27,2000.25
332,11767,2.52974312,89.26413805,1,α,UMi,Polaris,1.97,2000.25
333,11783,2.53479923,-15.2443199,76,σ,Cet,,4.74,2000.25
334,11784,2.53503775,36.14723132,14,,Tri,,5.15,2000.25
335,11791,2.53595453,-1.03481751,75,,Cet,,5.36,2000.25
336,11843,2.54837496,15.03446457,29,,Ari,,6.0,2000.25
337,11867,2.55195525,-34.64992327,,λ¹,For,,5.91,2000.25
338,11918,2.56408677,-28.2323401,,ω,For,,4.96,2000.25
339,12002,2.57849712,-7.8592885,77,,Cet,,5.74,2000.25
340,12086,2.59633263,34.68768289,15,,Tri,,5.38,2000.25
341,12093,2.59791361,5.59330163,78,ν,Cet,,4.87,2000.25
342,12107,2.60001891,-7.83145306,80,,Cet,,5.53,2000.25
343,12122,2.60257679,-30.04496366,,ι¹,For,,5.74,2000.25
344,12153,2.61048574,12.44784628,31,,Ari,,5.64,2000.25
345,12184,2.61601219,24.64809351,30,,Ari,,7.1,2000.25
346,12186,2.61628357,-34.57734519,,λ²,For,,5.78,2000.25
347,12189,2.6167877,24.64725663,30,,Ari,,6.48,2000.25
348,12225,2.6234069,-52.54308845,,ς,Hor,,5.3,2000.25
349,12247,2.62827153,-3.39606767,81,,Cet,,5.65,2000.25
350,12288,2.63849879,-30.19388274,,ι²,For,,5.84,2000.25
351,12332,2.64694416,21.96144509,32,ν,Ari,,5.45,2000.25
352,12387,2.65804119,0.3285168,82,δ,Cet,,4.08,2000.25
353,12390,2.65936992,-11.87158159,83,ε,Cet,,4.83,2000.25
354,12394,2.65978435,-68.2669476,,ε,Hyi,,4.12,2000.25
355,12484,2.67766108,-54.54992422,,ζ,Hor,,5.21,2000.25
356,12486,2.6777588,-39.85530905,,ι,Eri,,4.11,2000.25
357,12489,2.67806479,27.06100903,33,,Ari,,5.3,2000.25
358,12530,2.68718634,-0.69534847,84,,Cet,,5.72,2000.25
359,12623,2.7041469,40.19438688,12,,Per,,4.91,2000.25
360,12640,2.70608961,20.0115769,34,μ,Ari,,5.74,2000.25
361,12653,2.70921068,-50.80082665,,ι,Hor,,5.4,2000.25
362,12692,2.71744518,55.10607111,11,,Per,,5.76,2000.25
363,12706,2.72170126,3.23617162,86,γ,Cet,,3.47,2000.25
364,12719,2.72419735,27.70717078,35,,Ari,,4.65,2000.25
365,12768,2.73476614,44.2970548,14,,Per,,5.43,2000.25
366,12770,2.73537623,-13.85867594,89,π,Cet,,4.24,2000.25
367,12777,2.73657999,49.22866639,13,θ,Per,,4.1,2000.25
368,12784,2.73863617,17.76401488,36,,Ari,,6.4,2000.25
369,12803,2.74249199,15.31189952,37,ο,Ari,,5.78,2000.25
370,12828,2.7489926,10.11421979,87,μ,Cet,,4.27,2000.25
371,12832,2.74930761,12.44596709,38,,Ari,,5.17,2000.25
372,12843,2.75166151,-18.57265077,1,τ¹,Eri,,4.47,2000.25
373,12871,2.75762572,-63.70453152,,γ,Hor,,5.73,2000.25
374,12876,2.75903683,-67.616724,,ζ,Hyi,,4.83,2000.25
375,13040,2.79271673,-35.55053547,,ς¹,For,,6.51,2000.25
376,13061,2.79845596,29.24742385,39,,Ari,,4.52,2000.25
377,13108,2.80890642,18.28387012,40,,Ari,,5.83,2000.25
378,13141,2.81704637,-62.80659207,,ν,Hor,,5.25,2000.25
379,13147,2.8181554,-32.40628403,,β,For,,4.45,2000.25
380,13165,2.8215438,17.46434448,42,π,Ari,,5.26,2000.25
381,13197,2.83083169,-24.55999911,,γ¹,For,,6.14,2000.25
382,13202,2.83170863,-27.94203549,,γ²,For,,5.39,2000.25
383,13209,2.8330526,27.26079044,41,,Ari,,3.61,2000.25
384,13225,2.83742968,-35.84368582,,ς²,For,,5.92,2000.25
385,13244,2.84126023,-75.06688108,,ν,Hyi,,4.76,2000.25
386,13254,2.84303172,38.31890838,16,,Per,,4.22,2000.25
387,13265,2.84455664,-35.67571664,,ς³,For,,5.48,2000.25
388,13268,2.84494243,55.89552955,15,ς,Per,,3.77,2000.25
389,13288,2.85065164,-21.0039789,2,τ²,Eri,,4.76,2000.25
390,13327,2.85821331,15.08212726,43,σ,Ari,,5.52,2000.25
391,13328,2.85856414,35.05989415,17,,Per,,4.56,2000.25
392,13473,2.89287589,-38.43708698,,ψ,For,,5.93,2000.25
393,13490,2.8951606,38.33767914,20,,Per,,5.34,2000.25
394,13531,2.90429513,52.76248991,18,τ,Per,,3.93,2000.25
395,13654,2.93013966,18.33167607,45,ρ²,Ari,,5.76,2000.25
396,13701,2.94044549,-8.89760976,3,ς,Eri,,3.89,2000.25
